full_name,n_closed_issues_start,start_mean_velocity,start_median_velocity,open_issues_at_start,n_created_issues_start,n_closed_issues_end,end_mean,end_median,open_issues_at_end,difference_of_means,difference_of_medians,n_created_issues_end
apache/arrow-adbc,0,NaT,NaT,0,0,253,5 days 14:40:23.553359683,0 days 06:37:49,4,NaT,NaT,281
apache/pulsar-client-node,33,95 days 10:38:49.151515152,6 days 01:17:52,29,37,35,33 days 02:34:10.457142857,4 days 20:14:30,40,-63 days +15:55:21.305627705,-2 days +18:56:38,48
apache/sling-org-apache-sling-installer-factory-model,0,NaT,NaT,0,0,1,15 days 00:51:56,15 days 00:51:56,0,NaT,NaT,1
apache/sling-org-apache-sling-discovery-commons,0,NaT,NaT,3,0,0,NaT,NaT,3,NaT,NaT,0
apache/logging-log4j-tools,0,NaT,NaT,0,0,7,5 days 08:21:14.571428571,0 days 00:01:53,1,NaT,NaT,7
apache/flink-docker,30,11 days 08:52:49.133333333,0 days 05:43:59.500000,4,28,30,12 days 17:08:24.033333333,0 days 06:28:07.500000,3,1 days 08:15:34.900000,0 days 00:44:08,28
apache/openwhisk-runtime-php,4,0 days 05:33:14.250000,0 days 04:18:24,2,6,7,3 days 23:26:23.571428571,0 days 15:54:11,2,3 days 17:53:09.321428571,0 days 11:35:47,7
apache/cordova-plugin-media-capture,18,79 days 10:14:36.500000,1 days 07:41:00.500000,51,29,9,262 days 13:28:40.444444444,1 days 10:55:21,70,183 days 03:14:03.944444444,0 days 03:14:20.500000,13
apache/pulsar-dotpulsar,17,24 days 17:38:04.705882353,0 days 23:53:16,10,20,21,7 days 21:55:28.095238095,0 days 00:50:45,19,-17 days +04:17:23.389355742,-1 days +00:57:29,22
apache/servicecomb-docs,27,0 days 14:25:35.777777777,0 days 00:26:14,1,27,11,37 days 11:57:32.727272727,0 days 00:15:32,3,36 days 21:31:56.949494950,-1 days +23:49:18,10
apache/turbine-fulcrum-security,0,NaT,NaT,0,0,2,17 days 05:29:14.500000,17 days 05:29:14.500000,0,NaT,NaT,3
apache/trafficcontrol-trafficops-types,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/maven-plugin-tools,19,170 days 07:13:41.894736842,2 days 09:48:02,23,14,128,96 days 15:45:28.007812500,5 days 15:10:19,26,-74 days +08:31:46.113075658,3 days 05:22:17,130
apache/skywalking-agent-test-tool,10,2 days 18:28:28.100000,0 days 01:02:50.500000,0,10,13,0 days 00:57:30.846153846,0 days 00:36:27,0,-3 days +06:29:02.746153846,-1 days +23:33:36.500000,13
apache/maven-jdeps-plugin,0,NaT,NaT,8,0,2,1 days 11:43:39,1 days 11:43:39,10,NaT,NaT,2
apache/maven-jarsigner,0,NaT,NaT,0,0,0,NaT,NaT,1,NaT,NaT,0
apache/carbondata,459,38 days 18:19:20.858387799,10 days 16:59:16,1112,467,7,44 days 15:41:00.142857143,31 days 16:21:35,1225,5 days 21:21:39.284469344,20 days 23:22:19,10
apache/commons-csv,46,13 days 09:17:50.891304347,6 days 23:48:33.500000,83,55,62,32 days 20:12:54,0 days 02:32:24.500000,73,19 days 10:55:03.108695653,-7 days +02:43:51,66
apache/synapse,6,12 days 22:32:00.500000,5 days 05:55:10,128,7,4,170 days 23:05:05,163 days 04:29:02,138,158 days 00:33:04.500000,157 days 22:33:52,7
apache/sling-org-apache-sling-resourcecollection,0,NaT,NaT,0,0,1,19 days 00:24:22,19 days 00:24:22,0,NaT,NaT,1
apache/doris-manager,0,NaT,NaT,0,0,2,0 days 04:23:54.500000,0 days 04:23:54.500000,1,NaT,NaT,4
apache/arrow,2832,31 days 14:34:03.476341808,2 days 19:24:31,1469,3246,2702,76 days 12:02:48.113619541,5 days 05:07:23,2903,44 days 21:28:44.637277733,2 days 09:42:52,3129
apache/qpid-jms,14,4 days 20:37:11.500000,0 days 00:16:43.500000,26,17,13,87 days 10:56:30.846153846,0 days 13:55:20,32,82 days 14:19:19.346153846,0 days 13:38:36.500000,12
apache/commons-jxpath,0,NaT,NaT,42,2,24,86 days 22:52:54,0 days 08:17:28,48,NaT,NaT,26
apache/kibble-website,0,NaT,NaT,1,1,0,NaT,NaT,2,NaT,NaT,0
apache/db-jdo-site,6,3 days 06:59:30,2 days 04:56:45,0,7,0,NaT,NaT,0,NaT,NaT,0
apache/uima-uimacpp,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/olingo-odata2,0,NaT,NaT,11,1,2,48 days 09:37:38,48 days 09:37:38,4,NaT,NaT,9
apache/fineract-cn-customer,0,NaT,NaT,0,1,0,NaT,NaT,2,NaT,NaT,0
apache/shardingsphere,2572,6 days 00:39:40.147356143,0 days 02:27:52,118,2608,4390,15 days 15:16:30.058769932,0 days 02:57:27.500000,470,9 days 14:36:49.911413789,0 days 00:29:35.500000,4434
apache/struts-master,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/commons-lang,148,79 days 01:48:27.060810811,5 days 02:48:16,266,158,92,69 days 01:19:56.467391304,0 days 09:55:33.500000,323,-11 days +23:31:29.406580493,-5 days +07:07:17.500000,95
apache/sling-servlet-archetype,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1
apache/servicecomb-website,4,20 days 20:48:48.250000,1 days 14:20:56,1,5,6,55 days 17:13:12.666666667,0 days 00:18:56,1,34 days 20:24:24.416666667,-2 days +09:58:00,5
apache/flink-connector-shared-utils,0,NaT,NaT,0,0,1,9 days 22:29:36,9 days 22:29:36,0,NaT,NaT,1
apache/couchdb-couch-httpd,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/maven-sources,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1
apache/maven-reporting-exec,0,NaT,NaT,0,0,1,10 days 03:22:59,10 days 03:22:59,1,NaT,NaT,1
apache/freemarker-site,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/chemistry-phpclient,0,NaT,NaT,3,0,0,NaT,NaT,3,NaT,NaT,0
apache/sling-org-apache-sling-scripting-bundle-tracker,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/deltaspike,3,51 days 20:50:04.666666666,10 days 19:34:47,78,7,9,58 days 15:33:05.111111111,80 days 13:24:56,58,6 days 18:43:00.444444445,69 days 17:50:09,5
apache/daffodil-vscode,0,NaT,NaT,0,0,153,26 days 21:00:27.392156862,7 days 00:33:45,66,NaT,NaT,189
apache/rocketmq-apis,0,NaT,NaT,0,0,15,0 days 02:44:53.533333333,0 days 00:06:23,0,NaT,NaT,15
apache/dubbo-async-processor,0,NaT,NaT,1,0,0,NaT,NaT,1,NaT,NaT,0
apache/sling-org-apache-sling-launchpad-testing,1,0 days 00:44:12,0 days 00:44:12,0,1,0,NaT,NaT,0,NaT,NaT,0
apache/opennlp,19,78 days 19:52:11.263157895,8 days 21:07:46,157,30,134,319 days 16:02:37.783582088,5 days 20:39:31,175,240 days 20:10:26.520424193,-4 days +23:31:45,113
apache/geronimo-safeguard,0,NaT,NaT,1,0,0,NaT,NaT,1,NaT,NaT,0
apache/sling-jspc-maven-plugin,1,0 days 17:40:13,0 days 17:40:13,0,1,0,NaT,NaT,0,NaT,NaT,0
apache/airflow-pgbouncer-exporter,1,0 days 03:26:13,0 days 03:26:13,0,1,0,NaT,NaT,0,NaT,NaT,0
apache/ignite-release,0,NaT,NaT,0,0,0,NaT,NaT,1,NaT,NaT,0
apache/unomi-tracker,0,NaT,NaT,0,0,12,4 days 01:38:32.166666666,0 days 08:23:46,0,NaT,NaT,12
apache/sling-maven-enforcer-rules,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/sling-org-apache-sling-committer-cli,0,NaT,NaT,0,0,2,2 days 22:10:11,2 days 22:10:11,2,NaT,NaT,4
apache/cassandra-dtest,51,281 days 03:41:21,118 days 14:02:21,27,27,7,11 days 02:02:04.714285714,8 days 01:24:55,26,-271 days +22:20:43.714285714,-111 days +11:22:34,10
apache/servicemix4-features,0,NaT,NaT,1,0,1,166 days 18:50:20,166 days 18:50:20,1,NaT,NaT,4
apache/echarts-handbook,2,24 days 01:32:26,24 days 01:32:26,0,2,33,34 days 11:49:56.484848485,2 days 08:11:20,6,10 days 10:17:30.484848485,-22 days +06:38:54,27
apache/ctakes,3,1 days 21:22:39.333333333,2 days 05:07:17,204,3,50,2106 days 13:56:11.000000032,1866 days 02:07:59,212,2104 days 16:33:31.666666699,1863 days 21:00:42,13
apache/sling-org-apache-sling-commons-log-webconsole,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1
apache/camel-k-runtime,201,10 days 12:50:03.199004975,0 days 02:05:16,15,202,94,4 days 22:27:30.595744680,0 days 20:22:53,7,-6 days +09:37:27.396739705,0 days 18:17:37,100
apache/jclouds-site,1,0 days 04:04:45,0 days 04:04:45,0,1,2,1 days 08:18:33,1 days 08:18:33,0,1 days 04:13:48,1 days 04:13:48,2
apache/cordova-webos,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/netbeans-jenkins-lib,9,4 days 02:26:28.222222222,0 days 00:00:20,0,10,15,0 days 06:36:16.733333333,0 days 00:00:28,0,-4 days +04:09:48.511111111,0 days 00:00:08,16
apache/oodt,0,NaT,NaT,62,0,0,NaT,NaT,76,NaT,NaT,15
apache/sling-org-apache-sling-serviceuser-webconsole,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/couchdb-www,1,0 days 00:19:07,0 days 00:19:07,2,1,5,92 days 09:17:28,0 days 08:44:45,3,92 days 08:58:21,0 days 08:25:38,4
apache/usergrid-nodejs,0,NaT,NaT,1,0,0,NaT,NaT,1,NaT,NaT,0
apache/uima-build-jenkins-shared-library,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/camel-spring-boot-examples,28,1 days 04:02:07.571428571,0 days 02:16:43,0,28,29,4 days 04:44:55.689655172,0 days 16:06:13,2,3 days 00:42:48.118226601,0 days 13:49:30,30
apache/commons-dbutils,35,12 days 17:21:01.257142857,7 days 00:19:04,19,38,51,161 days 23:50:07.313725490,6 days 23:59:59,26,149 days 06:29:06.056582633,-1 days +23:40:55,45
apache/couchdb-config,1,148 days 19:32:04,148 days 19:32:04,2,1,7,286 days 10:15:43.142857144,2 days 15:18:14,2,137 days 14:43:39.142857144,-147 days +19:46:10,6
apache/couchdb-ibrowse,2,104 days 20:35:21,104 days 20:35:21,2,1,0,NaT,NaT,1,NaT,NaT,0
apache/sling-org-apache-sling-commons-threaddump,0,NaT,NaT,0,0,1,24 days 16:21:36,24 days 16:21:36,0,NaT,NaT,1
apache/commons-jexl,17,40 days 04:01:56.117647059,4 days 02:38:44,30,18,79,760 days 00:44:13.063291128,2 days 22:59:16,19,719 days 20:42:16.945644069,-2 days +20:20:32,67
apache/yunikorn-scheduler-interface,8,16 days 14:40:38.750000,5 days 04:26:40,0,9,14,1 days 20:28:27.285714285,0 days 14:34:32,0,-15 days +05:47:48.535714285,-5 days +10:07:52,14
apache/hudi,588,19 days 04:17:35.517006802,6 days 05:19:13.500000,89,620,1451,37 days 01:21:11.170227429,5 days 19:36:00,369,17 days 21:03:35.653220627,-1 days +14:16:46.500000,1566
apache/sling-org-apache-sling-scripting-sightly-compiler-java,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/netbeans-tools,7,26 days 03:44:09.714285714,0 days 14:52:13,4,6,8,28 days 02:16:14.875000,4 days 01:17:23.500000,4,1 days 22:32:05.160714286,3 days 10:25:10.500000,8
apache/commons-beanutils,27,41 days 11:37:25.518518518,11 days 17:04:37,147,39,28,5 days 05:35:34.285714285,0 days 13:11:38,183,-37 days +17:58:08.767195767,-12 days +20:07:01,33
apache/sling-org-apache-sling-testing-hamcrest,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/nuvem,0,NaT,NaT,13,0,0,NaT,NaT,13,NaT,NaT,0
apache/sling-org-apache-sling-installer-it,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1
apache/infrastructure-otp,0,NaT,NaT,1,0,0,NaT,NaT,1,NaT,NaT,0
apache/wicket-site,2,0 days 14:51:11,0 days 14:51:11,0,2,1,0 days 00:18:30,0 days 00:18:30,0,-1 days +09:27:19,-1 days +09:27:19,1
apache/phoenix-tephra,24,74 days 22:12:06.333333333,7 days 03:29:41,110,22,0,NaT,NaT,109,NaT,NaT,0
apache/maven-shared-utils,9,1 days 18:52:12,0 days 01:13:01,3,12,26,16 days 10:12:43.153846153,5 days 23:29:28,5,14 days 15:20:31.153846153,5 days 22:16:27,31
apache/parquet-testing,3,6 days 22:59:57.666666666,0 days 21:58:49,0,3,7,2 days 20:13:14.857142857,3 days 04:53:24,0,-5 days +21:13:17.190476191,2 days 06:54:35,8
apache/fineract-cn-cheques,0,NaT,NaT,1,0,1,180 days 13:20:04,180 days 13:20:04,2,NaT,NaT,0
apache/maven-filtering,5,1 days 06:31:30.800000,0 days 02:43:46,1,5,18,25 days 00:01:35.277777777,19 days 11:18:47.500000,2,23 days 17:30:04.477777777,19 days 08:35:01.500000,24
apache/couchdb-khash,0,NaT,NaT,0,0,1,2 days 12:14:40,2 days 12:14:40,1,NaT,NaT,2
apache/age,0,NaT,NaT,0,0,116,32 days 17:55:14.482758620,4 days 13:37:15,42,NaT,NaT,225
apache/servicemix-bundles,8,1 days 12:06:36.750000,0 days 05:52:41,0,8,19,13 days 09:03:45.105263158,10 days 04:10:22,0,11 days 20:57:08.355263158,9 days 22:17:41,20
apache/openwhisk-runtime-swift,8,335 days 03:42:08.625000,9 days 07:36:09.500000,4,6,5,120 days 02:27:51.400000,20 days 06:37:49,3,-216 days +22:45:42.775000,10 days 23:01:39.500000,4
apache/sling-org-apache-sling-karaf-distribution,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/cordova-plugman,1,0 days 05:10:46,0 days 05:10:46,11,2,0,NaT,NaT,13,NaT,NaT,5
apache/cloudstack-gcestack,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1
apache/tinkerpop,77,12 days 23:17:38.194805194,7 days 09:51:02,8,75,189,34 days 15:37:22.042328042,9 days 22:40:22,27,21 days 16:19:43.847522848,2 days 12:49:20,181
apache/predictionio-sdk-ruby,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/nifi-registry,64,80 days 16:17:59.140625,7 days 22:41:01,23,49,0,NaT,NaT,9,NaT,NaT,0
apache/cordova-ios,80,16 days 09:04:02.225000,0 days 18:27:58,122,117,32,193 days 19:58:21.625000,12 days 11:06:34,211,177 days 10:54:19.400000,11 days 16:38:36,39
apache/openwhisk-slackinvite,0,NaT,NaT,2,0,0,NaT,NaT,2,NaT,NaT,0
apache/predictionio-template-ecom-recommender,0,NaT,NaT,1,0,0,NaT,NaT,1,NaT,NaT,0
apache/metron,1,0 days 00:00:12,0 days 00:00:12,25,1,0,NaT,NaT,24,NaT,NaT,0
apache/geronimo-openapi,1,650 days 16:17:11,650 days 16:17:11,2,0,2,20 days 21:48:55.500000,20 days 21:48:55.500000,1,-630 days +05:31:44.500000,-630 days +05:31:44.500000,3
apache/spark,2020,23 days 13:00:21.740594059,1 days 10:11:22,221,2018,2285,20 days 11:15:53.244638949,1 days 08:08:11,221,-4 days +22:15:31.504044890,-1 days +21:56:49,2278
apache/maven-wagon,10,147 days 04:33:05.100000,47 days 01:06:05.500000,20,11,3,0 days 10:12:24.666666666,0 days 00:33:37,21,-147 days +05:39:19.566666666,-48 days +23:27:31.500000,5
apache/cordova-template-reference,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/camel-karavan,0,NaT,NaT,0,0,169,23 days 13:48:26.491124260,1 days 12:02:27,32,NaT,NaT,176
apache/rocketmq-flink,0,NaT,NaT,0,0,41,67 days 07:32:20.707317073,6 days 19:25:18,13,NaT,NaT,47
apache/sling-org-apache-sling-jcr-resource,1,1 days 23:54:02,1 days 23:54:02,1,3,13,30 days 01:38:01.846153846,2 days 00:05:26,3,28 days 01:43:59.846153846,0 days 00:11:24,12
apache/commons-testing,0,NaT,NaT,7,1,0,NaT,NaT,11,NaT,NaT,2
apache/commons-crypto,26,71 days 06:59:51.576923077,4 days 22:59:04.500000,17,31,38,10 days 20:41:27.052631579,0 days 03:41:20.500000,32,-61 days +13:41:35.475708502,-5 days +04:42:16,37
apache/sling-org-apache-sling-testing-rules,0,NaT,NaT,0,0,3,8 days 02:48:52.333333333,0 days 08:13:26,0,NaT,NaT,3
apache/couchdb-ci,0,NaT,NaT,0,0,4,0 days 01:17:33.250000,0 days 00:47:26,0,NaT,NaT,4
apache/hadoop,666,77 days 04:34:30.238738739,6 days 15:29:10,2825,781,831,89 days 22:59:34.174488569,8 days 19:26:45,3304,12 days 18:25:03.935749830,2 days 03:57:35,990
apache/maven-file-management,7,26 days 00:50:23.428571428,0 days 05:06:41,1,6,0,NaT,NaT,0,NaT,NaT,0
apache/directory-ldap-api,0,NaT,NaT,1,0,0,NaT,NaT,1,NaT,NaT,0
apache/johnzon,20,0 days 11:11:06.300000,0 days 02:55:59,38,24,21,147 days 22:10:27.380952380,88 days 13:57:01,66,147 days 10:59:21.080952380,88 days 11:01:02,10
apache/activemq,121,132 days 23:15:13.214876034,8 days 17:33:02,789,144,204,52 days 09:09:58.813725490,4 days 21:11:41.500000,495,-81 days +09:54:45.598849456,-4 days +03:38:39.500000,211
apache/couchdb-passage,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/camel-spring-boot,153,0 days 14:07:30.326797385,0 days 03:28:29,0,153,101,0 days 22:24:57.346534653,0 days 04:58:21,2,0 days 08:17:27.019737268,0 days 01:29:52,103
apache/servicemix4-kernel,0,NaT,NaT,2,0,0,NaT,NaT,4,NaT,NaT,1
apache/uima-async-scaleout,0,NaT,NaT,0,1,0,NaT,NaT,1,NaT,NaT,0
apache/cordova-fetch,5,4 days 15:07:07.600000,0 days 14:42:06,4,7,6,39 days 06:43:52.500000,0 days 04:37:54,5,34 days 15:36:44.900000,-1 days +13:55:48,8
apache/airavata-custos,38,7 days 07:26:34.736842105,0 days 02:43:26.500000,17,44,30,11 days 21:01:19.700000,0 days 00:00:07,33,4 days 13:34:44.963157895,-1 days +21:16:40.500000,47
apache/tomcat-taglibs-standard,0,NaT,NaT,0,0,0,NaT,NaT,3,NaT,NaT,2
apache/iotdb-client-go,5,5 days 10:05:27.400000,0 days 19:41:52,0,6,35,4 days 06:08:28.514285714,0 days 00:44:38,2,-2 days +20:03:01.114285714,-1 days +05:02:46,34
apache/dubbo-proxy,0,NaT,NaT,16,1,1,1029 days 22:50:30,1029 days 22:50:30,22,NaT,NaT,0
apache/cloudstack-docs-admin,0,NaT,NaT,1,0,0,NaT,NaT,1,NaT,NaT,0
apache/commons-functor,14,2 days 01:10:35.285714285,0 days 01:21:03.500000,3,14,8,20 days 06:29:45.375000,2 days 01:02:15.500000,3,18 days 05:19:10.089285715,1 days 23:41:12,8
apache/karaf-webconsole,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1
apache/river-site,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/predictionio-sdk-java,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/apisix-control-plane,26,2 days 03:48:35.692307692,0 days 01:21:45,0,38,0,NaT,NaT,14,NaT,NaT,0
apache/activemq-stomp,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/openwhisk-runtime-dotnet,4,1 days 18:58:23.250000,0 days 19:29:39,3,7,6,59 days 17:38:54.166666667,10 days 21:14:43.500000,8,57 days 22:40:30.916666667,10 days 01:45:04.500000,9
apache/trafficcontrol-website,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/ode-console,0,NaT,NaT,2,0,0,NaT,NaT,2,NaT,NaT,0
apache/myfaces-tobago,59,102 days 05:37:02.033898305,0 days 00:59:09,126,63,763,29 days 21:22:38.815203145,0 days 00:54:00,70,-73 days +15:45:36.781304840,-1 days +23:54:51,764
apache/sling-org-apache-sling-jcr-webconsole,3,11 days 18:13:42.666666666,4 days 03:41:08,0,3,0,NaT,NaT,0,NaT,NaT,0
apache/struts1,0,NaT,NaT,249,0,0,NaT,NaT,251,NaT,NaT,0
apache/airflow-ci-infra,0,NaT,NaT,0,0,2,0 days 12:30:42,0 days 12:30:42,1,NaT,NaT,3
apache/httpcomponents-client,83,54 days 15:16:00.325301205,0 days 21:38:03,60,80,51,6 days 18:43:07.941176470,1 days 17:15:18,53,-48 days +03:27:07.615875265,0 days 19:37:15,53
apache/beam-starter-typescript,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/velocity-tools,2,19 days 12:15:41,19 days 12:15:41,5,3,1,70 days 15:32:21,70 days 15:32:21,9,51 days 03:16:40,51 days 03:16:40,5
apache/cordova-eslint,0,NaT,NaT,1,0,1,151 days 11:16:42,151 days 11:16:42,1,NaT,NaT,0
apache/nifi-minifi-cpp,235,44 days 09:18:52.336170213,9 days 02:52:19,414,307,217,88 days 02:35:47.682027650,13 days 05:04:27,464,43 days 17:16:55.345857437,4 days 02:12:08,264
apache/sling-org-apache-sling-datasource,1,0 days 00:01:22,0 days 00:01:22,0,1,0,NaT,NaT,1,NaT,NaT,0
apache/toolchain,0,NaT,NaT,1,0,0,NaT,NaT,1,NaT,NaT,0
apache/jmeter-bugzilla-attachments,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1
apache/maven-ejb-plugin,6,51 days 05:46:48.500000,11 days 21:30:52,4,6,1,0 days 00:42:58,0 days 00:42:58,4,-52 days +18:56:09.500000,-12 days +03:12:06,1
apache/qpid-dispatch,333,39 days 03:06:40.531531531,4 days 00:55:12,255,398,26,42 days 17:45:03.807692307,22 days 11:55:44.500000,360,3 days 14:38:23.276160776,18 days 11:00:32.500000,34
apache/dolphinscheduler-studio,0,NaT,NaT,0,0,18,0 days 00:00:39.111111111,0 days 00:00:07,0,NaT,NaT,18
apache/dubbo-admin,45,187 days 08:25:59.755555556,100 days 23:17:42,171,52,19,79 days 13:59:00.789473684,2 days 10:54:25,159,-108 days +05:33:01.033918128,-99 days +11:36:43,44
apache/maven-deploy-plugin,23,394 days 09:08:42.391304348,257 days 14:22:52,40,14,17,874 days 20:28:21.823529408,193 days 07:35:20,33,480 days 11:19:39.432225060,-65 days +17:12:28,11
apache/cassandra,487,143 days 09:42:53.422997946,21 days 09:15:36,2523,656,585,113 days 20:58:28.830769232,8 days 19:53:03,2597,-30 days +11:15:35.407771286,-13 days +10:37:27,744
apache/lucene,368,126 days 17:40:00.842391304,8 days 10:36:39,3399,454,493,61 days 09:46:25.152129817,3 days 07:26:36,3959,-66 days +16:06:24.309738513,-6 days +20:49:57,503
apache/commons-graph,3,38 days 11:38:56.333333333,41 days 10:22:25,2,2,0,NaT,NaT,2,NaT,NaT,2
apache/infrastructure-puppet-kitchen,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/cordova-plugin-wkwebview-engine,18,101 days 11:43:01.444444444,1 days 14:23:28,37,22,0,NaT,NaT,42,NaT,NaT,0
apache/fineract-cn-test,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/any23-server,0,NaT,NaT,1,0,0,NaT,NaT,0,NaT,NaT,0
apache/dubbo-python2,0,NaT,NaT,5,5,0,NaT,NaT,12,NaT,NaT,0
apache/openwhisk-pluggable-provider,0,NaT,NaT,2,0,0,NaT,NaT,3,NaT,NaT,0
apache/httpcomponents-website,2,14 days 01:55:35.500000,14 days 01:55:35.500000,0,2,5,23 days 18:58:36.200000,2 days 14:49:38,0,9 days 17:03:00.700000,-12 days +12:54:02.500000,6
apache/struts-annotations,0,NaT,NaT,0,0,1,0 days 00:13:53,0 days 00:13:53,0,NaT,NaT,1
apache/usergrid-swift,0,NaT,NaT,3,0,0,NaT,NaT,3,NaT,NaT,0
apache/lucene-solr,515,46 days 19:37:19.900970874,3 days 16:00:27,292,539,23,561 days 10:33:54.652173912,681 days 01:36:42,255,514 days 14:56:34.751203038,677 days 09:36:15,11
apache/commons-io,57,25 days 17:44:05.017543859,2 days 06:43:21,29,58,55,62 days 09:18:48.981818182,0 days 09:00:23,15,36 days 15:34:43.964274323,-2 days +02:17:02,55
apache/maven-doap-plugin,0,NaT,NaT,1,1,0,NaT,NaT,5,NaT,NaT,0
apache/diversity-site,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1
apache/sling-org-apache-sling-scripting-sightly-testing,0,NaT,NaT,0,1,2,265 days 12:03:34.500000,265 days 12:03:34.500000,1,NaT,NaT,1
apache/tapestry4,0,NaT,NaT,1,0,0,NaT,NaT,8,NaT,NaT,0
apache/.github,0,NaT,NaT,0,0,1,0 days 00:02:01,0 days 00:02:01,1,NaT,NaT,1
apache/camel-kameleon,0,NaT,NaT,0,0,11,47 days 19:07:10.272727272,1 days 01:21:09,2,NaT,NaT,16
apache/creadur-rat,1,1 days 03:39:05,1 days 03:39:05,1,1,39,17 days 02:45:32.205128205,7 days 23:59:43,5,15 days 23:06:27.205128205,6 days 20:20:38,36
apache/accumulo-website,22,12 days 17:06:55.227272727,0 days 03:43:13.500000,6,21,51,63 days 02:00:25.705882353,1 days 17:38:54,11,50 days 08:53:30.478609626,1 days 13:55:40.500000,42
apache/maven-jarsigner-plugin,0,NaT,NaT,9,2,0,NaT,NaT,12,NaT,NaT,0
apache/predictionio-template-text-classifier,0,NaT,NaT,1,0,0,NaT,NaT,1,NaT,NaT,0
apache/flink,3837,81 days 20:18:40.936669273,5 days 22:30:50,3834,4097,3510,122 days 01:57:04.969515668,8 days 19:15:24,5793,40 days 05:38:24.032846395,2 days 20:44:34,3656
apache/sling-org-apache-sling-feature-extension-unpack,0,NaT,NaT,0,0,1,12 days 10:32:29,12 days 10:32:29,0,NaT,NaT,2
apache/openmeetings-site,2,2 days 23:00:20.500000,2 days 23:00:20.500000,0,2,0,NaT,NaT,0,NaT,NaT,0
apache/maven-verifier-plugin,1,0 days 23:39:20,0 days 23:39:20,6,2,0,NaT,NaT,7,NaT,NaT,0
apache/activemq-website,4,31 days 15:41:49.250000,24 days 07:05:55.500000,1,3,10,35 days 20:53:19,0 days 11:08:26,5,4 days 05:11:29.750000,-24 days +04:02:30.500000,9
apache/arrow-nanoarrow,0,NaT,NaT,0,0,76,5 days 01:01:10.328947368,1 days 12:36:07,0,NaT,NaT,85
apache/james-hupa,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,3
apache/sling-org-apache-sling-caconfig-impl,0,NaT,NaT,2,0,0,NaT,NaT,2,NaT,NaT,1
apache/sling-org-apache-sling-pipes,0,NaT,NaT,0,0,0,NaT,NaT,1,NaT,NaT,0
apache/santuario-xml-security-java,5,28 days 08:22:06.800000,3 days 04:19:02,2,5,18,16 days 03:26:52.277777777,10 days 23:20:19,6,-13 days +19:04:45.477777777,7 days 19:01:17,24
apache/airavata-site,0,NaT,NaT,2,0,0,NaT,NaT,0,NaT,NaT,2
apache/maven-doxia-book-renderer,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0
apache/sling-org-apache-sling-commons-fsclassloader,1,0 days 00:12:59,0 days 00:12:59,0,1,1,24 days 16:00:57,24 days 16:00:57,0,24 days 15:47:58,24 days 15:47:58,2
apache/qpid,36,37 days 15:09:34.888888889,13 days 11:58:52.500000,626,40,41,351 days 02:18:31.365853660,203 days 19:52:09,676,313 days 11:08:56.476964771,190 days 07:53:16.500000,24
